Title: Separate VIP Customer Service for Heath Insurance
URL: https://www.youtube.com/watch?v=8WgZsI2-WY4
Author: AHealthcareZ - Healthcare Finance Explained
Language: en

Transcription:
 Hello, this is Dr. Eric Bricker and thank you for watching A Health Care Z. Today's topic is corporate executives role in health insurance change. So, believe it or not, the denial of a C-suite claim is actually one of the major impetuses for a company to change its health insurance carriers. So, I've worked with hundreds of insurance brokers and benefits consultants over the years and they have many times told me stories of the president, the business owner, the CEO, the CFO, the head of sales, even the head of HR themselves who had some sort of issue with a health insurance claim where it was denied and what do you know, next year during open enrollment, they weren't with the same insurance carrier anymore. Like, they hadn't gotten necessarily a high renewal, they hadn't had any problems with their employees, but because a C-suite executives personally, either they or their spouse or their kids, had a problem with a denied claim from the health insurance carrier, then guess what? They changed insurance carriers. So, if we want to talk about change in health care and health insurance, then we have to talk about the impact of the corporate executives and their own personal health care experiences. Okay, now, insurance carriers are very smart. They have a way of mitigating the risk of a C-suite executive at one of their customers having a denied claim and then having that bad experience causing them to be fired. And that risk mitigation strategy of the insurance company is called the rapid resolutions team. That's right. Most health insurance carriers that I've experienced have what is referred to as a rapid resolutions team that is like a separate hidden customer service super force of health insurance green berets and seals that will like especially fix whatever claims problem there is so that the executives don't have to deal with it. They typically just pay it. Okay, so this is how it works at most companies if an executive has a health insurance claim issue or their spouse or their kids do. They go to HR. They don't call customer service at the carrier. They just go straight to HR and say, HR, fix this. HR goes to the broker consultant, says fix this. Broker consultant goes to the carrier account exec, says fix this. The carrier exec goes to the rapid resolutions team within the carrier. You can't call the rapid resolutions team. The only way you can get to the carrier rapid resolutions team is through the carrier account exec. Then the claim issue is fixed. It's paid, blah, blah, blah. Then the message goes back to the account exec, back to the broker consultant, back to HR, and then back to the exec that it's all taken care of. Okay, let's contrast that with what all the rest of the employees and their family members have to deal with. The employees, they call carrier customer service. It's a completely separate process. Oftentimes, if the employee, sometimes the employee can go to HR depending upon the size of the company, depending upon, you know, if it's like their top salesperson, they might complain to their boss, the VP of sales, and the VP of sales might say to the head of HR, hey, HR, you better fix this salesperson's health insurance claim problem because they're our number one person. They literally sell tens of millions of dollars of our product every year. So fix this. Make it go away fast, please. Okay, so sometimes people outside of the executive team can actually go through this route as well by getting to HR, but most employees, they just have to go to carrier customer service, which where it typically doesn't get fixed. Okay, so now let's look in more detail at who these executives are. So what is the C-suite, right? Their jobs typically start with the letter C. So it's the CEO, the chief executive officer, the CFO, the chief financial officer, the COO, the chief operating officer, the CTO, the chief technology officer, the CIO, the chief information officer, and then oftentimes there's like another CXL. It could be a CHRO for being the head of HR. It could be the chief revenue officer. It could be, you know, so there's a, you know, and obviously, depending upon the size of the company, the executive team could be much larger than this, or if it's a smaller company, it might just be like a CEO, a CFO, and a COO, right? So there are approximately 200,000 CEOs in America and say, okay, well, if a CEO has to have an executive team, well, then they got to have another 200,000 CFOs, another 200,000 COOs, another 200,000 CTOs, and another 200,000 CXOs. Now, again, some companies are going to have much bigger exec teams. Some companies are going to have smaller exec teams, but let's just say you had these one, two, three, four, five positions, and there's about 200,000 of each. That means that there's about 1 million C-suite executives in America. Now, there are approximately 78 million workers that have employer-sponsored insurance through their job. So if you take the 1 million divided by the 78 million, that means that 1.3% of all workers have this sort of special treatment when it comes to fixing their health insurance problems. Or another way of saying it is that 98.7% do not have it. Okay, now, not all executives use their health insurance all the time. You might have an executive that's like a triathlete, or they're just healthy, or what have you. The average age of an executive in America, by the way, is 51. So understandably so, they tend to be a little bit on the older side. With the average working age of an employee in America is only about 44. Okay, so again, we got the 80-20 rule, right, where 20% of claimants, in other words, 20% of these 78 million drive 80% of the claims. And so, understandably, that means that only, that, you know, probably typically about 20% of that, of these 1 million executives actually have some sort of substantial health care issue. And typically, it's going to fall into the areas of cancer, cardiovascular, like a heart attack, or musculoskeletal, like they need a joint replacement, right? So that means that if 20% of a million are actually having some sort of like significant health care issue, where they have to use their health insurance, that means that about 200,000 people a year in the C-suite, potentially have to go through this sort of special rapid resolutions process. And this rapid resolutions process has a lot of money at stake. Because remember, I said at the beginning, that if one of the C-suite people has an issue with the health insurance plan, then there is a fairly high likelihood that the company is going to change their health insurance company the following year. Okay, so I said in a previous video that employer-sponsored insurance accounts for 1.2 trillion dollars a year of U.S. health care spending. So if you take the 200,000 C-suite executives that actually have to substantially use their health insurance on an annual basis, and you take the 1.2 trillion of health care spend across all employers in America, and you divide the 1.2 trillion by the 200,000 executives, that means that there is approximately 6 billion dollars of health care at stake, health care spending at stake, for each of these quote unquote CIC executives. So if you're a health insurance company, you essentially, now of course, that's 6 billion on average, right? So, but the point is, is that you better believe that the health insurance carriers have a very well-run process for addressing CIC executives if they themselves hold the keys to approximately 6 billion dollars of health care spending each. All right, now, and that's only on the health insurance side. In terms of access to care, a lot of times the health insurance company can't help out with that, so they need to find like a special urologist that specializes in prostate cancer or a special medical oncologist that specializes in breast cancer. If they or their spouse happen to have some sort of, you know, really, you know, unfortunate serious medical problem, but here these, a lot of these people in the C-suite of corporations in America, they tend to be well connected people, so they tend to have better access to doctors and hospitals as well than your typical Joe and Jane employee. Now, what's my point here? My point is, is that for employer-sponsored health plans, the health care and health insurance experience of the executives is very different than the health care and health insurance experience of the rest of the employees. So, it goes by the old saying, rules for thee, but not for me, right? So, if we want to have change within health care, within employer-sponsored plans, just know that the experience of the employees that is quote-unquote so bad is very different than the experience of the executives. And so, really, one of the major impetuses for change within an employer-sponsored health plan is frankly pain felt by these 200,000 executives. And I mean, and I've seen this. I've seen major, like, high-tech manufacturer, a biomedical manufacturer in America with, you know, over 10,000 employees and they had a high-level executive who had cancer and it was a horrible experience for them both clinically and in terms of their insurance experience. And it totally upended the priorities of the entire company's health insurance plan. Like, I would argue upended for the better, right? They made huge changes in their employee health plan because of this one executive's cancer diagnosis. So, just know that when it comes to forces of change in health care in America that these specific executives or corporations are hugely important. And that's my point for today. Thank you for watching A Healthcare Z.

Detailed segments with timestamps:

[0:00 - 0:04]  Hello, this is Dr. Eric Bricker and thank you for watching A Health Care Z. Today's
[0:04 - 0:13]  topic is corporate executives role in health insurance change. So, believe it or not, the
[0:13 - 0:24]  denial of a C-suite claim is actually one of the major impetuses for a company to change
[0:24 - 0:28]  its health insurance carriers. So, I've worked with hundreds of insurance brokers and benefits
[0:28 - 0:35]  consultants over the years and they have many times told me stories of the president, the
[0:35 - 0:42]  business owner, the CEO, the CFO, the head of sales, even the head of HR themselves who
[0:42 - 0:49]  had some sort of issue with a health insurance claim where it was denied and what do you know,
[0:49 - 0:54]  next year during open enrollment, they weren't with the same insurance carrier anymore. Like,
[0:54 - 0:59]  they hadn't gotten necessarily a high renewal, they hadn't had any problems with their employees,
[1:00 - 1:06]  but because a C-suite executives personally, either they or their spouse or their kids,
[1:06 - 1:12]  had a problem with a denied claim from the health insurance carrier, then guess what? They changed
[1:12 - 1:18]  insurance carriers. So, if we want to talk about change in health care and health insurance, then
[1:18 - 1:23]  we have to talk about the impact of the corporate executives and their own personal health care
[1:23 - 1:30]  experiences. Okay, now, insurance carriers are very smart. They have a way of mitigating the risk
[1:30 - 1:38]  of a C-suite executive at one of their customers having a denied claim and then having that bad
[1:38 - 1:43]  experience causing them to be fired. And that risk mitigation strategy of the insurance company is
[1:43 - 1:49]  called the rapid resolutions team. That's right. Most health insurance carriers that I've experienced
[1:49 - 1:56]  have what is referred to as a rapid resolutions team that is like a separate hidden customer service
[1:56 - 2:05]  super force of health insurance green berets and seals that will like especially fix whatever claims
[2:05 - 2:10]  problem there is so that the executives don't have to deal with it. They typically just pay it.
[2:10 - 2:17]  Okay, so this is how it works at most companies if an executive has a health insurance claim issue or their
[2:17 - 2:22]  spouse or their kids do. They go to HR. They don't call customer service at the carrier. They just go
[2:22 - 2:29]  straight to HR and say, HR, fix this. HR goes to the broker consultant, says fix this. Broker consultant
[2:29 - 2:35]  goes to the carrier account exec, says fix this. The carrier exec goes to the rapid resolutions team within the
[2:35 - 2:41]  carrier. You can't call the rapid resolutions team. The only way you can get to the carrier rapid
[2:41 - 2:47]  resolutions team is through the carrier account exec. Then the claim issue is fixed. It's paid,
[2:47 - 2:52]  blah, blah, blah. Then the message goes back to the account exec, back to the broker consultant,
[2:52 - 2:59]  back to HR, and then back to the exec that it's all taken care of. Okay, let's contrast that with what
[2:59 - 3:04]  all the rest of the employees and their family members have to deal with. The employees, they call carrier
[3:04 - 3:11]  customer service. It's a completely separate process. Oftentimes, if the employee, sometimes the employee
[3:11 - 3:16]  can go to HR depending upon the size of the company, depending upon, you know, if it's like their top
[3:16 - 3:21]  salesperson, they might complain to their boss, the VP of sales, and the VP of sales might say to the head of
[3:21 - 3:28]  HR, hey, HR, you better fix this salesperson's health insurance claim problem because they're our number one
[3:28 - 3:34]  person. They literally sell tens of millions of dollars of our product every year. So fix this.
[3:34 - 3:40]  Make it go away fast, please. Okay, so sometimes people outside of the executive team can actually
[3:40 - 3:45]  go through this route as well by getting to HR, but most employees, they just have to go to carrier
[3:45 - 3:51]  customer service, which where it typically doesn't get fixed. Okay, so now let's look in more detail at
[3:51 - 3:56]  who these executives are. So what is the C-suite, right? Their jobs typically start with the letter C.
[3:56 - 4:02]  So it's the CEO, the chief executive officer, the CFO, the chief financial officer, the COO, the chief
[4:02 - 4:08]  operating officer, the CTO, the chief technology officer, the CIO, the chief information officer,
[4:08 - 4:14]  and then oftentimes there's like another CXL. It could be a CHRO for being the head of HR.
[4:14 - 4:19]  It could be the chief revenue officer. It could be, you know, so there's a, you know, and obviously,
[4:19 - 4:24]  depending upon the size of the company, the executive team could be much larger than this, or if it's a
[4:24 - 4:30]  smaller company, it might just be like a CEO, a CFO, and a COO, right? So there are approximately
[4:31 - 4:39]  200,000 CEOs in America and say, okay, well, if a CEO has to have an executive team, well, then they
[4:39 - 4:47]  got to have another 200,000 CFOs, another 200,000 COOs, another 200,000 CTOs, and another 200,000 CXOs.
[4:47 - 4:51]  Now, again, some companies are going to have much bigger exec teams. Some companies are going to have
[4:51 - 4:56]  smaller exec teams, but let's just say you had these one, two, three, four, five positions,
[4:56 - 5:01]  and there's about 200,000 of each. That means that there's about 1 million C-suite executives in
[5:01 - 5:09]  America. Now, there are approximately 78 million workers that have employer-sponsored insurance
[5:09 - 5:16]  through their job. So if you take the 1 million divided by the 78 million, that means that 1.3% of all
[5:16 - 5:23]  workers have this sort of special treatment when it comes to fixing their health insurance problems.
[5:23 - 5:33]  Or another way of saying it is that 98.7% do not have it. Okay, now, not all executives
[5:33 - 5:37]  use their health insurance all the time. You might have an executive that's like a triathlete,
[5:37 - 5:41]  or they're just healthy, or what have you. The average age of an executive in America, by the way,
[5:41 - 5:45]  is 51. So understandably so, they tend to be a little bit on the older side. With the average
[5:45 - 5:50]  working age of an employee in America is only about 44. Okay, so again, we got the 80-20 rule,
[5:50 - 5:57]  right, where 20% of claimants, in other words, 20% of these 78 million drive 80% of the claims. And so,
[5:57 - 6:02]  understandably, that means that only, that, you know, probably typically about 20% of that, of these
[6:02 - 6:07]  1 million executives actually have some sort of substantial health care issue. And typically,
[6:07 - 6:13]  it's going to fall into the areas of cancer, cardiovascular, like a heart attack, or musculoskeletal,
[6:13 - 6:19]  like they need a joint replacement, right? So that means that if 20% of a million are actually having
[6:19 - 6:23]  some sort of like significant health care issue, where they have to use their health insurance,
[6:23 - 6:33]  that means that about 200,000 people a year in the C-suite, potentially have to go through this
[6:33 - 6:40]  sort of special rapid resolutions process. And this rapid resolutions process has a lot of money at
[6:40 - 6:45]  stake. Because remember, I said at the beginning, that if one of the C-suite people has an issue with
[6:45 - 6:50]  the health insurance plan, then there is a fairly high likelihood that the company is going to change
[6:50 - 6:57]  their health insurance company the following year. Okay, so I said in a previous video that employer-sponsored
[6:57 - 7:07]  insurance accounts for 1.2 trillion dollars a year of U.S. health care spending. So if you take the 200,000
[7:07 - 7:13]  C-suite executives that actually have to substantially use their health insurance on an annual basis,
[7:13 - 7:19]  and you take the 1.2 trillion of health care spend across all employers in America,
[7:19 - 7:25]  and you divide the 1.2 trillion by the 200,000 executives, that means that there is approximately
