Title: In Memory of Marshall Allen - Healthcare Investigative Journalist
URL: https://www.youtube.com/watch?v=6JJzIGJ-pGk
Author: AHealthcareZ - Healthcare Finance Explained
Language: en

Transcription:
 Hello, this is Dr. Eric Bricker, and today's video is going to be different because today I'm going to be talking about a good friend of mine, Marshall Allen, who has recently passed away from a heart attack at the young age of 52, just on May 19th of 2024. And Marshall was incredibly important to healthcare in America because he was probably one of the foremost investigative journalists in America for healthcare. Now, Marshall grew up in Colorado and actually started out in the ministry, and he actually, he and his wife worked as missionaries, in their, in their younger years in Kenya for three years. And he got a master's in theology. So Marshall was a Christian who really saw his investigative journalism as an extension of his, of his service to God. And it's kind of like, you know, Mr. Rogers was a Presbyterian minister and kind of his kid's show was his ministry. Well, Marshall's ministry was his journalism in healthcare. And he won multiple prestigious journalism awards. His, um, his reporting, frankly, was instrumental in the passage of federal legislation called the, the CAA, which, um, further, uh, regulated, um, the health insurance industry. And he, his, his reporting was so impactful. I mean, it was like, it wasn't about like, Oh, that's just so horrible to read about. No, it actually changed things. There was a woman who gave birth to a premature child and her insurance company would not pay the like $830,000 hospital bill for that baby. And this poor woman was trying to get the insurance company to pay for this baby's care for a year and they wouldn't do it. And it wasn't until Marshall wrote an article about it that finally they agreed to cover the charges. I mean, if Marshall had not done that reporting, who knows what would have happened to that woman and that child. Okay. Marshall, um, loved God and Marshall loved Jesus and Marshall loved God's children. And he and I as friends, um, now he contacted me because he saw the videos that I made and he saw that we were both, uh, passionate about improving healthcare for, uh, everyday Americans. And so we struck up a friendship when he was still living in, uh, New Jersey and working in New York city. And then just, and I live in Dallas and coincidentally, he ended up getting the job down here in the Dallas area. And so we'd been able to like have lunch together and be able to, and you know, I live on a small farm and just literally a few weeks ago before his passing, he and his wife and another friend of ours and our friend's wife, they came over to my farm and I'm going to show you some pictures, uh, of that. So literally I just, I like just saw him and I was so fortunate that we, we started our friendship sort of a long distance through our mutual, um, passion for improving healthcare. And I was so lucky that he was able to move so close and we love talking about the Bible and, um, and, and Marshall, um, like he wasn't, he was not like self-righteous or high and mighty at all about, you know, writing the wrongs of healthcare. He was just trying to help God's children. That's all he was trying to do. And, um, and, and he wrote an article in ProPublica that was co-published by the New York Times. That was about how his Christian faith was actually instrumental in his success as a healthcare investigative journalist. And, uh, one of the things that he said, he had all these Bible verses that he said in this article. Um, and one of the, one of the Bible verses that he talked about was how, was this one from Genesis where, um, in the very beginning of the Bible, it says, then God said, let us make man in our image, according to our likeness. He knew that you and me and him and everybody else on this planet was made in God's image. And so to the extent that people were being taken advantage of, whether it was by an insurance company or a doctor or a hospital or a government agency related to healthcare, then that was essentially taking advantage of, uh, uh, literally a child of God, somebody, a being that was created in the image of likeness of God. And he saw that almost as like an affront to God, not, and again, not in a self-righteous way, but as a way of like, you know, another Bible verse that we would talk about a lot, uh, was from the book of Proverbs. And I'm just going to paraphrase it here where it says, you know, rescue those who are staggering towards slaughter. If it is within your ability to help. And so we were just like, look, we were kind of in the ability to help. Marshall was in the ability to help. And so that's exactly what he did. Um, specifically in this article that he wrote for Pope Public in the New York Times, he called out how the Bible does not like, um, nefarious business activities. The Bible does not like deception. The Bible does not like duplicity in our interactions with each other, in our, um, in our commerce with each other, in our transactions with each other, in our care for each other. So, so here's a, uh, another, uh, verse from the book of Proverbs that, um, that Marshall talked about in that New York Times ProPublic article. He said, the Lord detests dishonest scales, but accurate weights find favor with him. The integrity of the upright guides them, but the unfaithful are destroyed by their duplicity. And so he knew he, he was talking with a young journalist one time and he, and this young journalist was getting all exasperated with the state of the world. And Marshall was like, well, you realize we live in a fallen world, right? I mean, like, like that's, that's the way it is. That's like ever since the garden of Eden, like that's, that's how it works. And he's like, do you understand the implications of that? Like the world is filled with duplicity. It is filled with these things, not to like shake our head and say, oh, well, this is just, you know, too bad, but to say, well, what can we do in our own small ways to help our fellow man? And that's all he was trying to do. Um, and then he not only was doing that himself, he was teaching other people how to do that too. And that brings me to this, this, uh, verse, another verse from the book of Proverbs, train up a child in the way he should go. And even when he is old, he will not depart from it. So one of these stories, uh, eulogizing Marshall's, uh, um, I think his, his wife recounted how he used to create quizzes for his three sons for about the church service to make sure that they were paying attention. I thought that was genius. He never told me about that before, but he also taught journalism at the city university of New York, um, when he was working in New York city. And so the, the graduates of his journalism classes since Marshall's passing have, uh, posted, uh, remembrances. And I'm just going to read this one here. Cause I mean, it is, it is amazing. I mean, it summarizes infinitely better than I could ever summarize the way that Marshall, uh, instructed them. So I'm just going to go ahead and read this. Marshall Allen was my investigative health journalism professor and capstone mentor. Taking his class was one of the best experiences of my life and career from our first day working together on my capstone, as well as in class, he made it abundantly clear about the person he was and strive to be. That's totally true. Marshall knew exactly who he was as a child of God. He was to go on. He was an intelligent, assertive, and passionate person who cared deeply about justice and accountability in the healthcare system. That's right. He inspired us all to dive deep into our story by a shoe leather reporting. He had boots on the ground. Marshall was so good at working the phone. I mean, he was really good at that. Ask the right questions and test our own personal limits on reporting. For example, he prompted two of us to approach a physician at Harlem hospital that we were investigating. He proved to us through his bravery, and that's true. Marshall was brave. He did not have fear. Um, the righteous are as brave as a lion. I think that's a line from Proverbs as well. Um, he had, and the wonderful thing is that bravery is contagious. And so his bravery was contagious. He proved to us through his bravery that we too were brave enough to tackle the hard but necessary stories. To me, Marshall Allen is the definition of a true journalist. The world needs more Marshall Allen's. And his legacy will live on in the stories he published, the students he taught, and the journalists, patients, and clinicians he undoubtedly impacted. Sending my condolences to Marshall's wife, children, family, friends, and former current co-workers. Mia. Thank you, Mia, for writing that. Marshall and I would laugh all the time. Okay. So we, we talked a ton on the phone. Like I said, Marshall was really good at, at working the phone. So he was, you know, he would never, he would never email me to be like, Hey, are you available this afternoon? Can we talk tomorrow? Like he would just call me and just be like, Hey, wait, you got a second? And so we would always, when we were talking about, you know, things that were going wrong in healthcare and like ways that we could like fix it or like things that we could specifically do. Like we were always laughing about it. Not like the point. Yeah. I mean, you got to whistle while you work. Okay. Like this was his work. This is my work. And the point is, is that we were able to really enjoy each other's company. And Marshall had a fantastic sense of humor, which is super important if you work in healthcare, because if you didn't laugh, you'd cry. Um, I'll tell you one, one quick story. So he would post a lot on LinkedIn like me. And so he would post his stuff on LinkedIn. And there was some, frankly, just cranky insurance guy that was giving him a hard time. And so he calls me up and he's like, can you believe that guy and what he wrote on my post? And this guy had done this to me too. I'm like, Marshall, it's not you. He's done that to me too. And he's like, I can't believe that guy. And so I'm like, Marshall, let's pray for him. And he's like, like now, like on the phone? I'm like, yeah, do it. Marshall, pray for him. So Marshall says this really nice prayer for God to come into this man's heart. And we don't understand what's going on with him. We don't know what kind of day or week or month that he's having, but you know, God, you know, show him, um, your love and, um, amen. So several months transpire. And, you know, Marshall would go around talking at these various conferences and events across the country. So he goes and he talks to this event in New York and lo and behold, the grumpy guy is in the audience at this conference. So Marshall finishes giving in his talk. He doesn't know the guys in the audience, but then when he gets down off the stage, he sees the grumpy guy coming towards him because he recognizes him from his LinkedIn picture. And he's like, Oh, what's going to happen here? And the guy is so nice to Marshall. And he is so complimentary of the talk that he just gave. I don't like the two of them get like a picture to get. And so then Marshall, like after he gets home from the trip, he like calls me up and tells me the story. So I don't know if that was a direct result of our praying for this gentleman, but it just shows, I mean, he was, I mean, he was always, you know, thinking about people and, um, and, and the last point here and really serving people, Marshall a hundred percent knew that it was better to give than to receive. And Marshall got so much joy out of service. I will easily tell you that Marshall got 10 times more out of serving people than what the people who he served ever got out. I mean, there is just, there is, it just fills your cup so much to serve. And he knew that and he felt that. And we, and we would laugh about that. Um, here's a picture of Marshall when he was just at our, you know, you say, obviously you guys like, you know, my whiteboard, right? So he came into my little office where I shoot my videos. I want to see your office. I want to see your, I want to see your alpacas at your farm. So he came over this gentleman in the middle is Dr. Marty McCary and, um, Marshall edited, um, uh, Dr. McCary's book, the price we pay, which has become a huge bestseller. And it really has, has helped a lot of people who are new to healthcare gain a better understanding of, um, you know, the sort of the ins and outs and sort of the machinations of healthcare and Marshall humbled himself. He was behind the scenes. Like you never knew that he edited that book. And Dr. McCary has a new book coming out and Marshall edited that book. And it, I mean, it takes like a year to edit this, to edit these books. I mean, revision after revision after revision, the collaboration between Dr. McCary and Marshall, it was just awesome. I mean, it was like, you know, Marshall really didn't talk about it. Like it was like, he, like this says from the book of James, humble yourselves before the Lord and he will lift you up. Um, his, again, in another article that's, that eulogizes Marshall, his wife, he would just randomly help people with their medical bills. He wrote Marshall himself wrote a book called never pay the first bill. And people would like read this book and they would be like, and they would call up Marshall. And they would be like, Hey Marshall, will you help me with this bill? And he was like, sure. And so he would spend gobs of like, this book came out like a couple of years ago. And ever since this book came out, he would spend all this time, um, helping people like with their medical bills. Like no one ever asked them to do it. He never told anybody about it. He never tooted his own horn. His wife said it was hundreds of people. He helped hundreds of people with their medical bills. He never told anybody about it. Um, Marshall knew that he was in this world, but he was not of it. He knew that this was, this was all just temporary. And he knew that God was truth and God was eternal. And Marshall really didn't get, he didn't really get flustered. He, he a hundred percent knew who God was. He knew who Jesus was. He knew who he was. And he knew that he loved God and Jesus and he loved his fellow man. And he just wanted to serve them. And so this is from Isaiah that will keep him in person, perfect peace. Whose mind has stayed on me because he trusted in me and he did. He, he trusted in God so much and it was amazing to see. So we love you, Marshall. We love you. And, you know, Marshall, Marshall, um, you know, he, he was the breadwinner for his family and he lived on a journal salary and he drove a beat up minivan. And, um, if you would like to help his family, I will leave a link. Um, and if, and if, and if, if you don't, that's fine too. Um, but, um, we just, I just, I'm missing Marshall and I know everybody else does too. Thanks. Thanks.

Detailed segments with timestamps:

[0:00 - 0:10]  Hello, this is Dr. Eric Bricker, and today's video is going to be different because today
[0:10 - 0:15]  I'm going to be talking about a good friend of mine, Marshall Allen, who has recently
[0:15 - 0:27]  passed away from a heart attack at the young age of 52, just on May 19th of 2024. And Marshall
[0:27 - 0:35]  was incredibly important to healthcare in America because he was probably one of the foremost
[0:35 - 0:48]  investigative journalists in America for healthcare. Now, Marshall grew up in Colorado and
[0:48 - 0:57]  actually started out in the ministry, and he actually, he and his wife worked as missionaries,
[0:57 - 1:06]  in their, in their younger years in Kenya for three years. And he got a master's in theology.
[1:07 - 1:17]  So Marshall was a Christian who really saw his investigative journalism as an extension of his,
[1:17 - 1:23]  of his service to God. And it's kind of like, you know, Mr. Rogers was a Presbyterian minister and
[1:23 - 1:31]  kind of his kid's show was his ministry. Well, Marshall's ministry was his journalism in healthcare.
[1:31 - 1:43]  And he won multiple prestigious journalism awards. His, um, his reporting, frankly, was instrumental in
[1:43 - 1:53]  the passage of federal legislation called the, the CAA, which, um, further, uh, regulated, um, the health
[1:53 - 2:03]  insurance industry. And he, his, his reporting was so impactful. I mean, it was like, it wasn't about
[2:03 - 2:09]  like, Oh, that's just so horrible to read about. No, it actually changed things. There was a woman
[2:09 - 2:18]  who gave birth to a premature child and her insurance company would not pay the like $830,000
[2:18 - 2:25]  hospital bill for that baby. And this poor woman was trying to get the insurance company to pay for
[2:25 - 2:32]  this baby's care for a year and they wouldn't do it. And it wasn't until Marshall wrote an article
[2:32 - 2:42]  about it that finally they agreed to cover the charges. I mean, if Marshall had not done that
[2:42 - 2:50]  reporting, who knows what would have happened to that woman and that child. Okay. Marshall, um,
[2:50 - 3:04]  loved God and Marshall loved Jesus and Marshall loved God's children. And he and I as friends,
[3:04 - 3:10]  um, now he contacted me because he saw the videos that I made and he saw that we were both, uh,
[3:10 - 3:16]  passionate about improving healthcare for, uh, everyday Americans. And so we struck up a friendship
[3:16 - 3:21]  when he was still living in, uh, New Jersey and working in New York city. And then just,
[3:22 - 3:26]  and I live in Dallas and coincidentally, he ended up getting the job down here in the Dallas area.
[3:27 - 3:34]  And so we'd been able to like have lunch together and be able to, and you know, I live on a small farm
[3:34 - 3:39]  and just literally a few weeks ago before his passing, he and his wife and another friend of ours and
[3:39 - 3:45]  our friend's wife, they came over to my farm and I'm going to show you some pictures, uh, of that.
[3:45 - 3:51]  So literally I just, I like just saw him and I was so fortunate that we, we started our friendship
[3:51 - 3:57]  sort of a long distance through our mutual, um, passion for improving healthcare. And I was so
[3:57 - 4:07]  lucky that he was able to move so close and we love talking about the Bible and, um, and, and Marshall,
[4:07 - 4:17]  um, like he wasn't, he was not like self-righteous or high and mighty at all about, you know, writing the
[4:17 - 4:23]  wrongs of healthcare. He was just trying to help God's children. That's all he was trying to do.
[4:23 - 4:33]  And, um, and, and he wrote an article in ProPublica that was co-published by the New York Times.
[4:33 - 4:41]  That was about how his Christian faith was actually instrumental in his success as a healthcare
[4:41 - 4:47]  investigative journalist. And, uh, one of the things that he said, he had all these Bible verses that
[4:47 - 4:53]  he said in this article. Um, and one of the, one of the Bible verses that he talked about was how,
[4:53 - 4:59]  was this one from Genesis where, um, in the very beginning of the Bible, it says,
[4:59 - 5:08]  then God said, let us make man in our image, according to our likeness. He knew that you and
[5:08 - 5:15]  me and him and everybody else on this planet was made in God's image. And so to the extent that
[5:15 - 5:20]  people were being taken advantage of, whether it was by an insurance company or a doctor or a hospital
[5:20 - 5:27]  or a government agency related to healthcare, then that was essentially taking advantage of,
[5:27 - 5:34]  uh, uh, literally a child of God, somebody, a being that was created in the image of likeness
[5:34 - 5:41]  of God. And he saw that almost as like an affront to God, not, and again, not in a self-righteous way,
[5:41 - 5:48]  but as a way of like, you know, another Bible verse that we would talk about a lot, uh, was from the book
[5:48 - 5:52]  of Proverbs. And I'm just going to paraphrase it here where it says, you know, rescue those who
[5:52 - 5:57]  are staggering towards slaughter. If it is within your ability to help. And so we were just like,
[5:57 - 6:02]  look, we were kind of in the ability to help. Marshall was in the ability to help. And so that's
[6:02 - 6:12]  exactly what he did. Um, specifically in this article that he wrote for Pope Public in the New York
[6:12 - 6:21]  Times, he called out how the Bible does not like, um, nefarious business activities. The Bible does
[6:21 - 6:30]  not like deception. The Bible does not like duplicity in our interactions with each other, in our, um,
[6:31 - 6:36]  in our commerce with each other, in our transactions with each other, in our care for each other. So,
[6:36 - 6:42]  so here's a, uh, another, uh, verse from the book of Proverbs that, um, that Marshall talked about in
[6:42 - 6:47]  that New York Times ProPublic article. He said, the Lord detests dishonest scales, but accurate
[6:47 - 6:54]  weights find favor with him. The integrity of the upright guides them, but the unfaithful are destroyed
[6:54 - 7:02]  by their duplicity. And so he knew he, he was talking with a young journalist one time and he, and this
[7:02 - 7:07]  young journalist was getting all exasperated with the state of the world. And Marshall was like,
[7:07 - 7:14]  well, you realize we live in a fallen world, right? I mean, like, like that's, that's the way it is.
[7:14 - 7:22]  That's like ever since the garden of Eden, like that's, that's how it works. And he's like, do you
[7:22 - 7:31]  understand the implications of that? Like the world is filled with duplicity. It is filled with these
[7:31 - 7:38]  things, not to like shake our head and say, oh, well, this is just, you know, too bad, but to say,
[7:39 - 7:46]  well, what can we do in our own small ways to help our fellow man? And that's all he was trying to do.
[7:47 - 7:54]  Um, and then he not only was doing that himself, he was teaching other people how to do that too.
[7:54 - 7:59]  And that brings me to this, this, uh, verse, another verse from the book of Proverbs,
[8:00 - 8:04]  train up a child in the way he should go. And even when he is old, he will not depart from it.
[8:04 - 8:11]  So one of these stories, uh, eulogizing Marshall's, uh, um, I think his, his wife recounted how he used
[8:11 - 8:17]  to create quizzes for his three sons for about the church service to make sure that they were paying
[8:17 - 8:23]  attention. I thought that was genius. He never told me about that before, but he also taught
[8:23 - 8:29]  journalism at the city university of New York, um, when he was working in New York city. And so the,
[8:29 - 8:38]  the graduates of his journalism classes since Marshall's passing have, uh, posted, uh, remembrances.
[8:38 - 8:42]  And I'm just going to read this one here. Cause I mean, it is, it is amazing. I mean,
[8:42 - 8:47]  it summarizes infinitely better than I could ever summarize the way that Marshall, uh, instructed
[8:47 - 8:52]  them. So I'm just going to go ahead and read this. Marshall Allen was my investigative health
[8:52 - 9:00]  journalism professor and capstone mentor. Taking his class was one of the best experiences of my life
[9:00 - 9:05]  and career from our first day working together on my capstone, as well as in class, he made it
[9:05 - 9:11]  abundantly clear about the person he was and strive to be. That's totally true. Marshall knew
[9:11 - 9:19]  exactly who he was as a child of God. He was to go on. He was an intelligent, assertive, and passionate
[9:19 - 9:26]  person who cared deeply about justice and accountability in the healthcare system.
[9:28 - 9:35]  That's right. He inspired us all to dive deep into our story by a shoe leather reporting. He had boots
[9:35 - 9:40]  on the ground. Marshall was so good at working the phone. I mean, he was really good at that.
[9:40 - 9:46]  Ask the right questions and test our own personal limits on reporting. For example, he prompted two
[9:46 - 9:51]  of us to approach a physician at Harlem hospital that we were investigating. He proved to us through
[9:51 - 9:58]  his bravery, and that's true. Marshall was brave. He did not have fear. Um,
[9:58 - 10:10]  the righteous are as brave as a lion. I think that's a line from Proverbs as well. Um, he had, and the
[10:10 - 10:14]  wonderful thing is that bravery is contagious. And so his bravery was contagious. He proved to us
[10:14 - 10:19]  through his bravery that we too were brave enough to tackle the hard but necessary stories. To me,
[10:19 - 10:25]  Marshall Allen is the definition of a true journalist. The world needs more Marshall Allen's.
[10:25 - 10:33]  And his legacy will live on in the stories he published, the students he taught, and the
[10:33 - 10:38]  journalists, patients, and clinicians he undoubtedly impacted. Sending my condolences to Marshall's wife,
[10:38 - 10:45]  children, family, friends, and former current co-workers. Mia. Thank you, Mia, for writing that.
[10:45 - 10:56]  Marshall and I would laugh all the time. Okay. So we, we talked a ton on the phone. Like I said,
[10:56 - 11:00]  Marshall was really good at, at working the phone. So he was, you know, he would never,
[11:00 - 11:04]  he would never email me to be like, Hey, are you available this afternoon? Can we talk tomorrow?
[11:05 - 11:11]  Like he would just call me and just be like, Hey, wait, you got a second? And so we would always,
[11:11 - 11:15]  when we were talking about, you know, things that were going wrong in healthcare and like ways that
[11:15 - 11:20]  we could like fix it or like things that we could specifically do. Like we were always laughing
[11:20 - 11:25]  about it. Not like the point. Yeah. I mean, you got to whistle while you work. Okay. Like this was his
[11:25 - 11:33]  work. This is my work. And the point is, is that we were able to really enjoy each other's company.
[11:33 - 11:38]  And Marshall had a fantastic sense of humor, which is super important if you work in healthcare,
[11:38 - 11:44]  because if you didn't laugh, you'd cry. Um, I'll tell you one, one quick story. So he would post a
[11:44 - 11:49]  lot on LinkedIn like me. And so he would post his stuff on LinkedIn. And there was some, frankly,
[11:49 - 11:53]  just cranky insurance guy that was giving him a hard time. And so he calls me up and he's like,
[11:53 - 11:59]  can you believe that guy and what he wrote on my post? And this guy had done this to me too.
[11:59 - 12:04]  I'm like, Marshall, it's not you. He's done that to me too. And he's like, I can't believe that guy.
[12:04 - 12:11]  And so I'm like, Marshall, let's pray for him. And he's like, like now, like on the phone? I'm like,
[12:12 - 12:19]  yeah, do it. Marshall, pray for him. So Marshall says this really nice prayer for God to come into
[12:19 - 12:24]  this man's heart. And we don't understand what's going on with him. We don't know what kind of day
[12:24 - 12:30]  or week or month that he's having, but you know, God, you know, show him, um, your love
[12:30 - 12:39]  and, um, amen. So several months transpire. And, you know, Marshall would go around talking at these
[12:39 - 12:42]  various conferences and events across the country. So he goes and he talks to this event in New York
[12:42 - 12:49]  and lo and behold, the grumpy guy is in the audience at this conference. So Marshall finishes
[12:49 - 12:53]  giving in his talk. He doesn't know the guys in the audience, but then when he gets down off the
[12:53 - 12:57]  stage, he sees the grumpy guy coming towards him because he recognizes him from his LinkedIn
