Title: Hidden War for Patients and Money: The Role of Referrals and Patient Volume in Healthcare Finance
URL: https://www.youtube.com/watch?v=RJ-QEWl6368
Author: AHealthcareZ - Healthcare Finance Explained
Language: en

Transcription:
 Hello, this is Dr. Eric Bricker and thank you for watching A Healthcare Z. Today we're going to be discussing the hidden war for patients and dollars. So before we get started, we have to talk about two euphemisms that are used on the hospital business side. That first one is service lines. So for a hospital, a service line is a clinical department. So a service line might be OBGYN or cancer or orthopedics. Okay. Euphemism number two, profitable payer mix. So hospitals receive payment from a variety of payers, right? So you have commercially insured patients, Medicare, Medicaid, self-paying, which is the uninsured folks. And so a profitable payer mix is a payer mix with more commercially insured patients because those are the ones that the hospital can actually make a profit on and fewer Medicare, Medicaid, and self-insured patients because those are the folks that they make less on or they lose money on. Okay. So with that, there are departments within a hospital system. They're either business development or they're marketing or they're physician liaison. Sometimes they're called the strategy department and they are specifically focused on how to increase patient flow through the profitable service lines. And there's actually a fantastic demonstration of this on YouTube. There's actually a video from the university of Massachusetts healthcare system where they specifically talk about how they do this. Okay. So what happened is that the university of Massachusetts wanted to increase their referrals, but they had a problem. And that problem was, is that one of their cardiothoracic surgeons left for a competing hospital. So this story is pretty confusing. So I actually drew it down here, sort of like X's and O's for a football game. Okay. So here you have UMass and typically a major hospital system, they might have one or two or maybe three cardiothoracic surgeons. And one of the major procedures that cardiothoracic surgeons do are coronary artery bypass grafts or cabbages. Okay. So here you have two, let's say UMass has two cardiothoracic surgeons. Okay. Cardiothoracic surgeon two leaves to go to a competitor hospital. Okay. Why is that a problem? That cardiothoracic surgeon receives its patients or his or her patients from typically from cardiologists. Okay. And so there you have the cardiologist as the C's and there you have the patients as the PT. And here you have who their insurance is. So C for commercial insurance and M for Medicare. Okay. So here's the problem. When that cardiothoracic surgeon leaves, he takes all of his referral relationships from those cardiologists with him. And those cardiologists take all their patient relationships with them as well to the competitor. So guess what the University of Massachusetts did? They specifically identified and targeted those cardiologists that were referring to that particular cardiothoracic surgeon and they formed relationships with them so that they would begin referring patients to their cardiothoracic surgeon that they still had. And oh, by the way, in the video, it talks about how they targeted not only their cardiothoracic surgery program, but also orthopedics and cancer. Isn't that interesting? Cardiothoracics, cancer and orthopedics. Those are the same three diagnostic categories that are the top three costs for employee health plans. Okay. That is not necessarily a coincidence. So the point here is that patient flow and which doctors patients see and which hospitals that they go to, it's not just some sort of like random act of nature, that there actually is planning and strategy and data and software and analytics and programs and campaigns behind that. Now, I'm not saying that's morally wrong. I'm just saying it's happening. And so for all of us who work in employee benefits and with employee sponsored health plans, again, we need to know that if we as employer health plan sponsors are not actively thinking about what's going on within the hospitals, then we are not really doing our health plans the best service that we could. And that's my point for today. Thank you for watching a healthcare to see.

Detailed segments with timestamps:

[0:00 - 0:04]  Hello, this is Dr. Eric Bricker and thank you for watching A Healthcare Z. Today we're
[0:04 - 0:10]  going to be discussing the hidden war for patients and dollars. So before we get started,
[0:10 - 0:14]  we have to talk about two euphemisms that are used on the hospital business side. That
[0:14 - 0:19]  first one is service lines. So for a hospital, a service line is a clinical department. So
[0:19 - 0:26]  a service line might be OBGYN or cancer or orthopedics. Okay. Euphemism number two, profitable
[0:26 - 0:31]  payer mix. So hospitals receive payment from a variety of payers, right? So you have commercially
[0:31 - 0:37]  insured patients, Medicare, Medicaid, self-paying, which is the uninsured folks. And so a profitable
[0:37 - 0:42]  payer mix is a payer mix with more commercially insured patients because those are the ones
[0:42 - 0:46]  that the hospital can actually make a profit on and fewer Medicare, Medicaid, and self-insured
[0:46 - 0:51]  patients because those are the folks that they make less on or they lose money on. Okay.
[0:51 - 0:58]  So with that, there are departments within a hospital system. They're either business development
[0:58 - 1:03]  or they're marketing or they're physician liaison. Sometimes they're called the strategy department
[1:03 - 1:11]  and they are specifically focused on how to increase patient flow through the profitable
[1:11 - 1:18]  service lines. And there's actually a fantastic demonstration of this on YouTube. There's actually
[1:18 - 1:23]  a video from the university of Massachusetts healthcare system where they specifically talk
[1:23 - 1:28]  about how they do this. Okay. So what happened is that the university of Massachusetts wanted
[1:28 - 1:33]  to increase their referrals, but they had a problem. And that problem was, is that one of their
[1:33 - 1:39]  cardiothoracic surgeons left for a competing hospital. So this story is pretty confusing. So I actually
[1:39 - 1:46]  drew it down here, sort of like X's and O's for a football game. Okay. So here you have UMass and
[1:46 - 1:50]  typically a major hospital system, they might have one or two or maybe three cardiothoracic surgeons.
[1:50 - 1:55]  And one of the major procedures that cardiothoracic surgeons do are coronary artery bypass grafts or
[1:55 - 2:00]  cabbages. Okay. So here you have two, let's say UMass has two cardiothoracic surgeons. Okay.
[2:01 - 2:07]  Cardiothoracic surgeon two leaves to go to a competitor hospital. Okay. Why is that a problem?
[2:08 - 2:14]  That cardiothoracic surgeon receives its patients or his or her patients from typically from cardiologists.
[2:14 - 2:18]  Okay. And so there you have the cardiologist as the C's and there you have the patients as the PT.
[2:19 - 2:24]  And here you have who their insurance is. So C for commercial insurance and M for Medicare. Okay.
[2:24 - 2:29]  So here's the problem. When that cardiothoracic surgeon leaves, he takes all of his referral
[2:29 - 2:34]  relationships from those cardiologists with him. And those cardiologists take all their patient
[2:34 - 2:39]  relationships with them as well to the competitor. So guess what the University of Massachusetts did?
[2:39 - 2:45]  They specifically identified and targeted those cardiologists that were referring to that
[2:45 - 2:51]  particular cardiothoracic surgeon and they formed relationships with them so that they would begin
[2:51 - 2:57]  referring patients to their cardiothoracic surgeon that they still had. And oh, by the way, in the video,
[2:57 - 3:03]  it talks about how they targeted not only their cardiothoracic surgery program, but also orthopedics
[3:03 - 3:12]  and cancer. Isn't that interesting? Cardiothoracics, cancer and orthopedics. Those are the same three
[3:12 - 3:21]  diagnostic categories that are the top three costs for employee health plans. Okay. That is not necessarily
[3:21 - 3:28]  a coincidence. So the point here is that patient flow and which doctors patients see and which hospitals
[3:28 - 3:35]  that they go to, it's not just some sort of like random act of nature, that there actually is planning
[3:35 - 3:43]  and strategy and data and software and analytics and programs and campaigns behind that. Now, I'm not
[3:43 - 3:50]  saying that's morally wrong. I'm just saying it's happening. And so for all of us who work in employee
[3:50 - 3:57]  benefits and with employee sponsored health plans, again, we need to know that if we as employer health
[3:57 - 4:04]  plan sponsors are not actively thinking about what's going on within the hospitals, then we are not
[4:04 - 4:09]  really doing our health plans the best service that we could. And that's my point for today.
[4:09 - 4:11]  Thank you for watching a healthcare to see.
