Title: What a Hospital CEO Should Do
URL: https://www.youtube.com/watch?v=397tqDzHXng
Author: AHealthcareZ - Healthcare Finance Explained
Language: en

Transcription:
 Hello this is Dr. Eric Bricker and thank you for watching A Healthcare Z. Today's topic is what a hospital CEO should do. Now this is probably the most presumptuous video that I have ever made but I'm gonna do it anyway. Now, pain causes change and that's a quote from Stephen Covey and I love so much of Stephen Covey's work. He has passed away but from seven habits of highly effective people etc. So if we're going to talk about change in healthcare, well in the current pain of coronavirus both from hospitals that are actually dealing with coronavirus and two from the financial pain from decreased patient volume that we've talked about so much, there's quite a bit of pain right now for hospital systems. So what kind of changes should be put in place? Here are my ideas around that and it's really a synthesis of four changes and what order they should occur in based upon my previous videos and I will leave a link to those previous videos in the show notes. So they fall into two categories, operational changes and financial changes and then things that should be done first and things that should be done second. Now I believe the operational and the financial changes can be done in parallel because they're largely going to be done by separate people and parts of the hospital. So the first two things that can be done in parallel are one operationally would put in a quality improvement course. This comes from Dr. Brent James from the Intermountain Healthcare System where he said the very first thing he would do to improve quality at a hospital would be to put in a quality improvement training course first so that everyone whether it be the nurses, the respiratory therapists, the doctors, etc. they can all speak the same language when it comes to quality improvement because they're the frontline workers. They see the patients on a daily basis and they're the ones that frankly will have the best ideas about quality improvement but they don't know how to do it and they don't know how to talk to each other effectively because they've never gone through a quality improvement training course and so that is the basis for the change. It's also the basis for the change because quality and the patient and doing what is best for the patient comes first. Okay likewise what can occur simultaneously is to put in a cost financially can be is to put in a cost accounting system as I explained in the video from the University of Pittsburgh Medical Center and this also is incredibly important because it will provide the financial tie and the financial measurement around the quality improvement changes that are occurring and they can really occur in my opinion in parallel at the same time and I'm going to say a year for both of these to get in place. You know could it be at six months? Could it be two years? Sure, but we need to have reasonable progress in reasonable time. Okay next up the second batch of things I would do would be to put in a digital command center as is explained by GE and what they put in at Johns Hopkins Hospital because of all of the complexity and lack of coordination problems that hospitals have both within the hospital and across facilities think about it you can not only do it for within the hospital but you could do it between various ambulatory clinics and the hospital as well and you can integrate all that with the command center. Now what the command center will do is is it will highlight and it will point out problems or breakdowns in patient care and so it needs to occur after the quality improvement course because this is the why part down here because you have to prep the staff for the command center challenges that they're going to see so in other words they're going to see patient problems they're going to see crowded waiting rooms they're going to see supply chain breakdowns and there needs to be this baseline in place in terms of quality improvement to be able to fix those problems otherwise if you put in the command center without the ability to fix the problem all you're going to do is be like look we got a really full waiting room or look we've run out of supplies or look we've had bad patient outcomes and then you won't necessarily know how to fix it. Okay next up the second thing to do which can occur again in parallel to the command center is to start a health plan as in what they did at Intermountain Healthcare and Geisinger and UPMC as well. Now the reason that starting a health plan has to be done after the cost accounting system is because you need the cost accounting system to know what a knee replacement actually costs you to know what a gallbladder surgery actually costs you to know what a five-day hospital save for pneumonia actually costs you and so you can model and then subsequently reduce expenses in order for this health plan to actually appropriate set the premiums right because of course the huge challenge on the health plan side is to set the premium high enough to cover your cost in the patient care and then you can lower the patient care and then over time you can then lower the premium keeping whatever margin there is between the patient care costs and the premium and then you can be more cost competitive against traditional commercial insurance carriers because of these efficiencies that you've done and the internal efficiencies that a hospital-run health plan would get would run circles if done effectively would run circles around a commercial health plan in regards to the premium that they could trust could charge it would be so much lower than a commercial health plan premium it's unreal okay and again this can be done in parallel with the command center so again i'll put this at another year here and i'll put this at another year here so i'm not saying six months i'm not saying a decade right so i'm saying two years to get all this at least underway now of course there's going to be a gazillion different tweaks and my and my rationale for that timeline is is if you look back at what the united states had to do during world war ii i mean we could crank out a ship incredibly fast like with no computers and the point is is that if we could totally rearrange organizations and like change a factory from building cars to building airplanes back in the 1940s we can do this today we can do it and that's my point for today and thank you for watching me healthcare scene

Detailed segments with timestamps:

[0:00 - 0:06]  Hello this is Dr. Eric Bricker and thank you for watching A Healthcare Z. Today's topic is
[0:06 - 0:13]  what a hospital CEO should do. Now this is probably the most presumptuous video that I
[0:13 - 0:21]  have ever made but I'm gonna do it anyway. Now, pain causes change and that's a quote from Stephen
[0:21 - 0:30]  Covey and I love so much of Stephen Covey's work. He has passed away but from seven habits of highly
[0:30 - 0:35]  effective people etc. So if we're going to talk about change in healthcare, well in the current
[0:35 - 0:40]  pain of coronavirus both from hospitals that are actually dealing with coronavirus and two from
[0:40 - 0:44]  the financial pain from decreased patient volume that we've talked about so much, there's quite a
[0:44 - 0:50]  bit of pain right now for hospital systems. So what kind of changes should be put in place? Here are my
[0:50 - 0:55]  ideas around that and it's really a synthesis of four changes and what order they should occur in
[0:55 - 1:00]  based upon my previous videos and I will leave a link to those previous videos in the show notes.
[1:01 - 1:06]  So they fall into two categories, operational changes and financial changes and then things
[1:06 - 1:11]  that should be done first and things that should be done second. Now I believe the operational and
[1:11 - 1:15]  the financial changes can be done in parallel because they're largely going to be done by separate
[1:15 - 1:20]  people and parts of the hospital. So the first two things that can be done in parallel
[1:20 - 1:25]  are one operationally would put in a quality improvement course. This comes from Dr. Brent
[1:25 - 1:32]  James from the Intermountain Healthcare System where he said the very first thing he would do to improve
[1:32 - 1:37]  quality at a hospital would be to put in a quality improvement training course first so that
[1:37 - 1:44]  everyone whether it be the nurses, the respiratory therapists, the doctors, etc. they can all speak the
[1:44 - 1:48]  same language when it comes to quality improvement because they're the frontline workers. They see the
[1:48 - 1:53]  patients on a daily basis and they're the ones that frankly will have the best ideas about quality
[1:53 - 1:56]  improvement but they don't know how to do it and they don't know how to talk to each other effectively
[1:56 - 2:02]  because they've never gone through a quality improvement training course and so that is the
[2:02 - 2:08]  basis for the change. It's also the basis for the change because quality and the patient and doing
[2:08 - 2:15]  what is best for the patient comes first. Okay likewise what can occur simultaneously is to put in a cost
[2:15 - 2:22]  financially can be is to put in a cost accounting system as I explained in the video from the
[2:22 - 2:27]  University of Pittsburgh Medical Center and this also is incredibly important because it will provide
[2:28 - 2:34]  the financial tie and the financial measurement around the quality improvement changes that are occurring
[2:34 - 2:41]  and they can really occur in my opinion in parallel at the same time and I'm going to say a year for
[2:41 - 2:46]  both of these to get in place. You know could it be at six months? Could it be two years? Sure, but we need to have
[2:46 - 2:53]  reasonable progress in reasonable time. Okay next up the second batch of things I would do would be to put in a
[2:53 - 3:03]  digital command center as is explained by GE and what they put in at Johns Hopkins Hospital because of all of the
[3:03 - 3:08]  complexity and lack of coordination problems that hospitals have both within the hospital and across
[3:08 - 3:13]  facilities think about it you can not only do it for within the hospital but you could do it between
[3:13 - 3:19]  various ambulatory clinics and the hospital as well and you can integrate all that with the command center.
[3:19 - 3:26]  Now what the command center will do is is it will highlight and it will point out problems or breakdowns
[3:26 - 3:36]  in patient care and so it needs to occur after the quality improvement course because this is the why
[3:36 - 3:42]  part down here because you have to prep the staff for the command center challenges that they're going
[3:42 - 3:46]  to see so in other words they're going to see patient problems they're going to see crowded waiting
[3:46 - 3:53]  rooms they're going to see supply chain breakdowns and there needs to be this baseline in place in terms of
[3:53 - 3:57]  quality improvement to be able to fix those problems otherwise if you put in the command center without the ability to fix the
[3:57 - 4:01]  problem all you're going to do is be like look we got a really full waiting room or look we've run out of
[4:01 - 4:06]  supplies or look we've had bad patient outcomes and then you won't necessarily know how to fix it. Okay next up
[4:08 - 4:16]  the second thing to do which can occur again in parallel to the command center is to start a health plan as in what they did at
[4:16 - 4:23]  Intermountain Healthcare and Geisinger and UPMC as well. Now the reason that starting a health plan has to be done after the cost accounting system
[4:23 - 4:28]  is because you need the cost accounting system to know what a knee replacement actually costs you to
[4:28 - 4:33]  know what a gallbladder surgery actually costs you to know what a five-day hospital save for pneumonia
[4:33 - 4:40]  actually costs you and so you can model and then subsequently reduce expenses in order for this health
[4:40 - 4:45]  plan to actually appropriate set the premiums right because of course the huge challenge on the health plan
[4:45 - 4:51]  side is to set the premium high enough to cover your cost in the patient care and then you can lower the
[4:51 - 4:57]  patient care and then over time you can then lower the premium keeping whatever margin there is between
[4:57 - 5:03]  the patient care costs and the premium and then you can be more cost competitive against traditional
[5:03 - 5:08]  commercial insurance carriers because of these efficiencies that you've done and the internal
[5:08 - 5:15]  efficiencies that a hospital-run health plan would get would run circles if done effectively would run
[5:15 - 5:21]  circles around a commercial health plan in regards to the premium that they could trust could charge it would be so
[5:21 - 5:27]  much lower than a commercial health plan premium it's unreal okay and again this can be done in parallel
[5:27 - 5:34]  with the command center so again i'll put this at another year here and i'll put this at another year here
[5:34 - 5:43]  so i'm not saying six months i'm not saying a decade right so i'm saying two years to get all this at least
[5:43 - 5:48]  underway now of course there's going to be a gazillion different tweaks and my and my rationale for that
[5:48 - 5:58]  timeline is is if you look back at what the united states had to do during world war ii i mean we could crank out a ship
[5:58 - 6:05]  incredibly fast like with no computers and the point is is that if we could totally rearrange organizations
[6:05 - 6:11]  and like change a factory from building cars to building airplanes back in the 1940s we can do this
[6:11 - 6:16]  today we can do it and that's my point for today and thank you for watching me healthcare scene
